Rank,Country,US$,#,"Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Population,Date,Doses_admin,People_partially_vaccinated,People_fully_vaccinated,Report_Date_String,UID,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,2021,Estimates Start After,FIPS,Admin2,Province_State,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
50,Chile,"15,617",22.0,"1,076,499",.,"24,346",.,"1,005,860","46,293","3,155","55,941","1,265","11,897,931","618,281","19,243,575",2021-04-15,12934282.0,7664226.0,5270056.0,2021/04/15,152.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",279.27,252.756,307.938,2020.0,.,.,Magallanes,2021-04-17 04:20:40,-52.368,-70.9863,23960,365,23082.0,513.0,"Magallanes, Chile",14387.53880612251,1.5233722871452418
50,Chile,"15,617",22.0,"1,076,499",.,"24,346",.,"1,005,860","46,293","3,155","55,941","1,265","11,897,931","618,281","19,243,575",2021-04-15,12934282.0,7664226.0,5270056.0,2021/04/15,152.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",279.27,252.756,307.938,2020.0,.,.,Maule,2021-04-17 04:20:40,-35.5183,-71.6885,63042,1098,57823.0,4121.0,"Maule, Chile",6033.0159337767345,1.7416960121823546
50,Chile,"15,617",22.0,"1,076,499",.,"24,346",.,"1,005,860","46,293","3,155","55,941","1,265","11,897,931","618,281","19,243,575",2021-04-15,12934282.0,7664226.0,5270056.0,2021/04/15,152.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",279.27,252.756,307.938,2020.0,.,.,Metropolitana,2021-04-17 04:20:40,-33.4376,-70.6505,463316,13518,432831.0,16967.0,"Metropolitana, Chile",6513.826888058837,2.9176631068212617
50,Chile,"15,617",22.0,"1,076,499",.,"24,346",.,"1,005,860","46,293","3,155","55,941","1,265","11,897,931","618,281","19,243,575",2021-04-15,12934282.0,7664226.0,5270056.0,2021/04/15,152.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",279.27,252.756,307.938,2020.0,.,.,Nuble,2021-04-17 04:20:40,-36.7226,-71.7622,24012,436,22466.0,1110.0,"Nuble, Chile",4996.161120578266,1.81575878727303
50,Chile,"15,617",22.0,"1,076,499",.,"24,346",.,"1,005,860","46,293","3,155","55,941","1,265","11,897,931","618,281","19,243,575",2021-04-15,12934282.0,7664226.0,5270056.0,2021/04/15,152.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",279.27,252.756,307.938,2020.0,.,.,OHiggins,2021-04-17 04:20:40,-34.5755,-71.0022,43822,980,40529.0,2313.0,"OHiggins, Chile",4791.619968181247,2.236319656793392
50,Chile,"15,617",22.0,"1,076,499",.,"24,346",.,"1,005,860","46,293","3,155","55,941","1,265","11,897,931","618,281","19,243,575",2021-04-15,12934282.0,7664226.0,5270056.0,2021/04/15,152.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",279.27,252.756,307.938,2020.0,.,.,Tarapaca,2021-04-17 04:20:40,-19.9232,-69.5132,31625,580,29831.0,1214.0,"Tarapaca, Chile",9567.156142038612,1.83399209486166
50,Chile,"15,617",22.0,"1,076,499",.,"24,346",.,"1,005,860","46,293","3,155","55,941","1,265","11,897,931","618,281","19,243,575",2021-04-15,12934282.0,7664226.0,5270056.0,2021/04/15,152.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",279.27,252.756,307.938,2020.0,.,.,Unknown,2021-04-17 04:20:40,.,.,48,1,46.0,1.0,"Unknown, Chile",.,2.083333333333333
50,Chile,"15,617",22.0,"1,076,499",.,"24,346",.,"1,005,860","46,293","3,155","55,941","1,265","11,897,931","618,281","19,243,575",2021-04-15,12934282.0,7664226.0,5270056.0,2021/04/15,152.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",279.27,252.756,307.938,2020.0,.,.,Valparaiso,2021-04-17 04:20:40,-33.0472,-71.6127,77138,2108,70480.0,4550.0,"Valparaiso, Chile",4247.916462452269,2.7327646555523866
51,Romania,"14,968",24.0,"1,006,167",.,"25,135",.,"906,659","74,373","1,531","52,576","1,313","7,687,854","401,716","19,137,541",2021-04-15,3998980.0,2471779.0,1527201.0,2021/04/15,642.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",249.695,247.214,289.13,2019.0,.,.,.,2021-04-17 04:20:40,45.9432,24.9668,1023565,25937,930942.0,66686.0,Romania,5320.625426701617,2.533986605638137
53,Antigua and Barbuda,"13,824",189.0,"1,198",.,30,.,938,230,45,"12,155",304,"16,493","167,343","98,558",2021-04-03,27032.0,27032.0,0.0,2021/04/03,28.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.662,1.39,1.376,2019.0,.,.,.,2021-04-17 04:20:40,17.0608,-61.7964,1213,31,949.0,233.0,Antigua and Barbuda,1238.6651417367862,2.555647155812036
54,Panama,"13,690",46.0,"358,611",.,"6,163",.,"348,231","4,217",105,"82,112","1,411","2,239,526","512,790","4,367,339",2021-04-16,557510.0,354009.0,175008.0,2021/04/16,591.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",66.788,52.938,59.377,2019.0,.,.,.,2021-04-17 04:20:40,8.538,-80.7821,360249,6185,350134.0,3930.0,Panama,8349.209042062053,1.7168680551507431
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Anhui,2021-04-17 04:20:40,31.8257,117.2264,994,6,988.0,0.0,"Anhui, China",1.571790006325111,0.6036217303822937
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Beijing,2021-04-17 04:20:40,40.1824,116.4142,1057,9,1038.0,10.0,"Beijing, China",4.907149489322191,0.8514664143803217
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Chongqing,2021-04-17 04:20:40,30.0572,107.874,591,6,585.0,0.0,"Chongqing, China",1.9052224371373307,1.0152284263959392
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Fujian,2021-04-17 04:20:40,26.0789,117.9874,583,1,557.0,25.0,"Fujian, China",1.4793199695508754,0.17152658662092626
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Gansu,2021-04-17 04:20:40,35.7518,104.2861,193,2,190.0,1.0,"Gansu, China",0.7318923018581721,1.0362694300518134
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Guangdong,2021-04-17 04:20:40,23.3417,113.4244,2313,8,2259.0,46.0,"Guangdong, China",2.0386039132734,0.34587116299178555
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Guangxi,2021-04-17 04:20:40,23.8298,108.7881,270,2,265.0,3.0,"Guangxi, China",0.5481120584652862,0.7407407407407407
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Guizhou,2021-04-17 04:20:40,26.8154,106.8748,147,2,145.0,0.0,"Guizhou, China",0.4083333333333333,1.3605442176870748
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Hainan,2021-04-17 04:20:40,19.1959,109.7453,171,6,165.0,0.0,"Hainan, China",1.8308351177730195,3.5087719298245608
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Hebei,2021-04-17 04:20:40,37.8957,114.9042,1317,7,1310.0,0.0,"Hebei, China",1.742985706723134,0.5315110098709187
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Heilongjiang,2021-04-17 04:20:40,47.861999999999995,127.7615,1610,13,1597.0,0.0,"Heilongjiang, China",4.267161410018553,0.8074534161490683
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Henan,2021-04-17 04:20:40,33.882,113.61399999999999,1311,22,1285.0,4.0,"Henan, China",1.3649141072358146,1.6781083142639206
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Hong Kong,2021-04-17 04:20:40,22.3,114.2,11635,209,11253.0,173.0,"Hong Kong, China",155.19565991035333,1.7963042544048131
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Hubei,2021-04-17 04:20:40,30.9756,112.2707,68155,4512,63640.0,3.0,"Hubei, China",115.18505999661993,6.620203946885775
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Hunan,2021-04-17 04:20:40,27.6104,111.7088,1044,4,1036.0,4.0,"Hunan, China",1.5132627917089434,0.3831417624521073
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Inner Mongolia,2021-04-17 04:20:40,44.0935,113.9448,378,1,375.0,2.0,"Inner Mongolia, China",1.4917127071823204,0.2645502645502645
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Jiangsu,2021-04-17 04:20:40,32.9711,119.455,716,0,708.0,8.0,"Jiangsu, China",0.8893305179480809,0.0
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Jiangxi,2021-04-17 04:20:40,27.614,115.7221,937,1,936.0,0.0,"Jiangxi, China",2.01592082616179,0.10672358591248668
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Jilin,2021-04-17 04:20:40,43.6661,126.1923,573,3,570.0,0.0,"Jilin, China",2.1190828402366866,0.5235602094240838
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Liaoning,2021-04-17 04:20:40,41.2956,122.6085,408,2,405.0,1.0,"Liaoning, China",0.9359944941500344,0.4901960784313725
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Macau,2021-04-17 04:20:40,22.1667,113.55,49,0,48.0,1.0,"Macau, China",7.546100514058847,0.0
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Ningxia,2021-04-17 04:20:40,37.2692,106.1655,75,0,75.0,0.0,"Ningxia, China",1.0901162790697674,0.0
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Qinghai,2021-04-17 04:20:40,35.7452,95.9956,18,0,18.0,0.0,"Qinghai, China",0.29850746268656714,0.0
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Shaanxi,2021-04-17 04:20:40,35.1917,108.8701,581,3,562.0,16.0,"Shaanxi, China",1.5036231884057971,0.5163511187607573
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Shandong,2021-04-17 04:20:40,36.3427,118.1498,876,7,862.0,7.0,"Shandong, China",0.8719020603165124,0.7990867579908676
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Shanghai,2021-04-17 04:20:40,31.201999999999998,121.4491,1940,7,1874.0,59.0,"Shanghai, China",8.003300330033003,0.3608247422680412
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Shanxi,2021-04-17 04:20:40,37.5777,112.2922,249,0,240.0,9.0,"Shanxi, China",0.6697149004841313,0.0
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Sichuan,2021-04-17 04:20:40,30.6171,102.7103,961,3,942.0,16.0,"Sichuan, China",1.1521400311713224,0.3121748178980229
56,China,"11,819",92.0,"90,426",16,"4,636",.,"85,495",295,3,63,3,"160,000,000","111,163","1,439,323,776",2021-04-16,187360000.0,0.0,0.0,2021/04/16,156.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,340.60","14,722.84","16,642.32",2020.0,.,.,Tianjin,2021-04-17 04:20:40,39.3054,117.323,379,3,369.0,7.0,"Tianjin, China",2.42948717948718,0.7915567282321899
